ID,Question,Answer
7.3.9,"Multiple Choice: Which jQuery event might you use to ensure the DOM is fully loaded before performing DOM manipulation?
- (A) focus
- (B) ready
- (C) blur
- (D) change",(B) ready
7.3.10,"Fill in the Blank: In jQuery, the ________ event can be triggered when the user selects text in an input or textarea element.",select
7.4.1,"Multiple Choice: What method is used in jQuery to modify an element's CSS properties?
- (A) .attr()
- (B) .html()
- (C) .css()
- (D) .val()",(C) .css()
7.4.2,"Fill in the blank: In jQuery, the _______ method can be used to add or remove multiple CSS properties using an object literal.",css()
7.4.3,"Multiple Choice: Which of the following jQuery methods will fade out an HTML element over a period specified by ""normal""?
- (A) .fadeToggle()
- (B) .fadeOut(""normal"")
- (C) .fadeIn(""normal"")
- (D) .slideUp(""normal"")","(B) .fadeOut(""normal"")"
7.4.4,"Multiple Choice: What property value is assigned to 'x' after executing the following jQuery code snippet: 

```javascript
let x = $(""hl"").css(""border-style"");
```

- (A) ""solid""
- (B) """"
- (C) ""dotted""
- (D) ""none""","(A) ""solid"""
7.4.5,Short Answer: Explain how jQuery handles CSS property names that include a dash within its .css() method.,"jQuery converts camel-cased JavaScript property names to strings equivalent to CSS property names, so properties with dashes need to be quoted."
7.4.6,"Multiple Choice: Which animation method is specifically used to change an element's opacity in jQuery?
- (A) .show()
- (B) .toggle()
- (C) .fadeIn()
- (D) .slideDown()",(C) .fadeIn()
7.4.7,"Multiple Answer: Regarding the animate() method in jQuery, which parameters are optional?
- (A) properties
- (B) duration
- (C) easing
- (D) complete","(B) duration, (C) easing, (D) complete"
7.4.8,Short Answer: How does jQuery ensure that multiple animations on the same element are executed in sequence?,"jQuery queues animations applied to the same element, allowing each animation to finish before the next begins."
7.4.9,"Multiple Choice: What easing function is used by default when not explicitly specified in the animate() method in jQuery?
- (A) linear
- (B) swing
- (C) ease
- (D) bounce",(B) swing
7.4.10,"Multiple Choice: In the jQuery animate() method, which of the following CSS properties can be animated directly?
- (A) font color
- (B) background-color
- (C) width
- (D) content",(C) width
7.5.1,"Multiple Choice: Which jQuery method is used to get or set the attribute value for a DOM element?
- (A) css()
- (B) html()
- (C) text()
- (D) attr()",(D) attr()
7.5.2,"Multiple Choice: How do you change the `src` attribute of all `img` elements using jQuery?
- (A) `$(""img"").attr(""src"", ""star.png"");`
- (B) `$(""img"").src(""star.png"");`
- (C) `$(""img"").css(""src"", ""star.png"");`
- (D) `$(""img"").html(""src"", ""star.png"");`","(A) `$(""img"").attr(""src"", ""star.png"");`"
7.5.3,"Multiple Choice: What jQuery method can be used to prepend a new element to an ordered list (`<ol>`)?
- (A) appendTo()
- (B) before()
- (C) prependTo()
- (D) after()",(C) prependTo()
7.5.4,"Multiple Answers: Which of the following jQuery methods are used for inserting content into the DOM? (Select all that apply)
- (A) prepend()
- (B) detach()
- (C) wrap()
- (D) append()","(A) prepend(), (D) append()"
7.5.5,"Fill in the blank: The jQuery method ______________ returns the removed nodes to the caller allowing them to be reused.
- detach()",detach()
7.5.6,"Short Answer: How can you change a paragraph (`<p>`) to have its inner HTML become `<b>Bold Text</b>` using jQuery?
- `$(""p"").html(""<b>Bold Text</b>"");`","`$(""p"").html(""<b>Bold Text</b>"");`"
7.5.7,"Multiple Choice: Suppose you have an `<h2>` element and you want to insert a `<p>` element immediately after it. What jQuery method would you use?
- (A) prependTo()
- (B) append()
- (C) insertAfter()
- (D) before()",(C) insertAfter()
7.5.8,"Fill in the blank: The jQuery method ______________ is similar to remove(), but keeps copies of the removed elements for further use.
- detach()",detach()
7.5.9,"Code Snippet: Given the code snippet below, what is the final order of `<li>` elements in `<ol>` after the code runs?
```html
<ol>
  <li>First</li>
  <li>Second</li>
</ol>
<script>
  $(""<li>New</li>"").appendTo(""ol"");
  $(""<li>Newest</li>"").prependTo(""ol"");
</script>
```
- `<ol><li>Newest</li><li>First</li><li>Second</li><li>New</li></ol>`",`<ol><li>Newest</li><li>First</li><li>Second</li><li>New</li></ol>`
7.5.10,"Short Answer: What is the jQuery method for wrapping an existing DOM element with a new element?
- `wrap()`",`wrap()`
7.6.1,"Multiple Choice: Which jQuery method is used for asynchronously loading a short snippet of HTML into a webpage?
- (A) $.get()
- (B) $(element).load()
- (C) $.ajax()
- (D) $.post()",(B) $(element).load()
7.6.2,"Multiple Answer: Which of the following data types can be specified in a jQuery request such as $.get() or $.post()?
- (A) ""json""
- (B) ""xml""
- (C) ""html""
- (D) ""image""","(A) ""json"", (B) ""xml"", (C) ""html"""
7.6.3,"Fill in the blank: The jQuery method __A__ is a general purpose method for making Ajax requests and can send HTTP GET, POST, PUT, and DELETE requests.",$.ajax()
7.6.4,"Short Answer: What callback method of the jQuery jqXHR object is used to handle failed Ajax requests, often due to 40x or 500 status codes?",fail()
7.6.5,"Multiple Choice: In the code snippet below, which HTTP request method will be sent if the method property is set to ""POST""?

```javascript
$.ajax({
  url: ""search.php"",
  method: ""POST"",
  data: { title: ""Harry Potter"", type: ""used"" },
  dataType: ""json""
});
```

- (A) GET
- (B) POST
- (C) PUT
- (D) DELETE",(B) POST
7.6.6,"Fill in the blank: When sending a GET request in jQuery, the method __A__ is typically used to send key/value pairs in the URL's query string.",$.get()
7.6.7,"Short Answer: What is the main difference between XML and JSON in terms of data transport for Ajax requests, and why is JSON more popular?","JSON is more popular than XML because it has a more compact structure, making efficient use of network bandwidth."
7.6.8,"Multiple Choice: After clicking a search button, if the response is delayed, what UI update is good practice to inform the user that the system is processing?
- (A) Hide the button
- (B) Display a ""waiting"" message or progress bar
- (C) Show an error message
- (D) Refresh the page","(B) Display a ""waiting"" message or progress bar"
7.6.9,"Code Analysis: Identify the missing function call in the example code below which is designed to execute once the GET request is successfully completed:

```javascript
$(""#search"").on(""click"", function() {
  let requestData = { title: $(""#title"").val() };
  $.get(""lookup.php"", requestData, responseHandler, ""json"");
});

function responseHandler(data) {
  $(""#movieinfo"").html(""<cite>"" + data.title + ""</cite>: Rated "" + data.rating + "", released in "" + data.year);
}
```",responseHandler
7.6.10,"Multiple Choice: Which technique is not used for making cross-origin HTTP requests?
- (A) Proxy server
- (B) JSONP
- (C) CORS
- (D) Static HTML",(D) Static HTML
7.7.1,"Multiple Choice: Which type of API requires registration to obtain an API key for use?
- (A) Public API
- (B) Third-party web API
- (C) Internal API
- (D) Local API",(B) Third-party web API
7.7.2,"Multiple Choice: What is the primary format used by RESTful web APIs to return data?
- (A) XML
- (B) CSV
- (C) JSON
- (D) HTML",(C) JSON
7.7.3,"Fill in the blank: A RESTful web API is called with a ______ that specifies API parameters.
- URL",URL
7.7.4,"Short Answer: What does the ""appid"" query parameter in the OpenWeatherMap API request represent?
- The developer's API key.",The developer's API key.
7.7.5,"Multiple Choice: When making CORS requests, what HTTP header must be included by the browser?
- (A) Content-Type
- (B) Authorization
- (C) Access-Control-Allow-Origin
- (D) Origin",(D) Origin
7.7.6,"Multiple Choice: Which HTTP status code indicates an invalid API key when using the OpenWeatherMap API?
- (A) 200
- (B) 401
- (C) 404
- (D) 500",(B) 401
7.7.7,"Multiple Choice: In a JSONP request, which query string parameter indicates that the request is using JSONP?
- (A) appid
- (B) zip
- (C) callback
- (D) responseType",(C) callback
7.7.8,"Short Answer: What technique is used to bypass the same-origin policy when a third-party API does not support CORS?
- JSON with Padding (JSONP).",JSON with Padding (JSONP).
7.7.9,"Multiple Answers: Which of the following methods can be used to make cross-origin HTTP requests? (Select all that apply.)
- [ ] Cross-Origin Resource Sharing (CORS)
- [ ] JSON with Padding (JSONP)
- [ ] LocalStorage
- [ ] Service Workers","[ ] Cross-Origin Resource Sharing (CORS), [ ] JSON with Padding (JSONP)"
7.7.10,"Code Snippet: In the following jQuery code snippet, what values should replace ""???"" for a JSONP request to OpenWeatherMap to fetch weather data for ZIP code 10001?
```javascript
$.ajax({
  url: ""http://api.openweathermap.org/data/2.5/weather"",
  dataType: ""??"",
  jsonp: ""??"",
  data: {
    zip: ""10001"",
    units: ""imperial"",
    appid: ""APIKEY""
  }
}).done(function(data) {
  console.log(data.main.temp);
});
```
- ""jsonp"", ""callback""","""jsonp"", ""callback"""
8.1.1,"Multiple Choice: What is the primary data storage unit in a MongoDB database?
- (A) Table
- (B) Document
- (C) Field
- (D) Row",(B) Document
8.1.2,"Multiple Choice: In MongoDB, what is the role of a collection?
- (A) It is used to store temporary files.
- (B) It contains a group of related tables.
- (C) It is a group of related documents.
- (D) It manages database connections.",(C) It is a group of related documents.
8.1.3,"Fill in the Blank: In MongoDB, a document is composed of ______/______ pairs.
- Correct answer: field/value",field/value
8.1.4,"Multiple Choice: What data format is MongoDB's internal document storage based on?
- (A) XML
- (B) BSON
- (C) CSV
- (D) Plain Text",(B) BSON
8.1.5,"Multiple Answers: Which of the following are BSON types in MongoDB? (Select all that apply)
- (A) Integer
- (B) String
- (C) Array
- (D) JSON","(A) Integer, (B) String, (C) Array"
8.1.6,"Short Answer: What is the maximum size, in megabytes, that a BSON document can have in MongoDB?
- Correct answer: 16 MB",16 MB
8.1.7,"Multiple Choice: When using the `insertOne()` method in MongoDB Shell, what does the method return if successful?
- (A) Acknowledged response
- (B) Inserted document's count
- (C) Database name
- (D) Error message",(A) Acknowledged response
8.1.8,"Multiple Choice: What method would you use in MongoDB to find all documents in a collection that match a specific condition?
- (A) db.collection.findOne()
- (B) db.collection.fetch()
- (C) db.collection.find()
- (D) db.collection.get()",(C) db.collection.find()
8.1.9,"Multiple Choice: What is the function of the `updateOne()` operation in MongoDB?
- (A) It updates all documents in a collection to the same value.
- (B) It updates a single document in a collection based on a query condition.
- (C) It replaces all documents in a collection with a new document.
- (D) It deletes one document based on a query.",(B) It updates a single document in a collection based on a query condition.
8.1.10,"Fill in the Blank: The __________ operator in MongoDB is used to set a field's value to the current date/time.
- Correct answer: $currentDate",$currentDate
8.2.1,"Multiple Choice: Which module can be used in a Node.js application to simplify MongoDB operations through object data mapping (ODM)?
- (A) express
- (B) mongodb
- (C) mongoose
- (D) async",(C) mongoose
8.2.2,"Fill in the Blank: To install a specific version of Mongoose that supports the syntax in the textbook material, use the command ________.",npm install mongoose@6.12.8
8.2.3,Short Answer: What is the purpose of using schemas in Mongoose?,"Schemas in Mongoose define the structure of documents within a MongoDB collection, specifying fields and data types, to ensure data consistency."
8.2.4,"Multiple Choice: When creating a Mongoose model, what is the significance of the model's collection name being singular?
- (A) It is a requirement of the mongoose module.
- (B) Mongoose automatically uses collections that are the plural of the model name.
- (C) It helps in maintaining the capitalization format.
- (D) It has no significance.",(B) Mongoose automatically uses collections that are the plural of the model name.
8.2.5,"Multiple Choice: According to the following schema definition, which data types are supported for the 'gpa' field?

```javascript
const studentSchema = new mongoose.Schema({
  gpa: { type: Number, min: 0, max: 4 }
});
```

- (A) String or Date
- (B) Mixed or ObjectId
- (C) Number only
- (D) Array or Boolean",(C) Number only
8.2.6,"Short Answer: What does the 'save' method do in Mongoose, and when is it used?",The 'save' method in Mongoose is used to save a document to the MongoDB database. It is used when you want to persist a particular instance of a model to the database.
8.2.7,"Multiple Choice: Which of the following operators can be used with Model.find() to retrieve students with a GPA greater than or equal to a specific value?

- (A) $eq
- (B) $in
- (C) $gt
- (D) $gte",(D) $gte
8.2.8,"Multiple Answers: Which methods can be used to find a document in Mongoose? 
- (A) Model.find()
- (B) Model.findOne()
- (C) Model.findById()
- (D) Model.findOr()","(A) Model.find(), (B) Model.findOne(), (C) Model.findById()"
8.2.9,Short Answer: What is the purpose of the 'exec()' method when chaining queries in Mongoose?,The 'exec()' method in Mongoose is used to execute a query and provides a callback function that is called after the query is executed.
8.2.10,"Multiple Choice: When deleting a document based on specific conditions in Mongoose, which method would you typically use?
- (A) Model.updateOne()
- (B) Model.save()
- (C) Model.deleteOne()
- (D) Model.create()",(C) Model.deleteOne()
8.3.1,"Multiple Choice: What is the primary purpose of RESTful web APIs in modern web applications?
- (A) To create user interfaces
- (B) To manipulate and transport data between clients and servers
- (C) To host video content
- (D) To design mobile apps",(B) To manipulate and transport data between clients and servers
8.3.2,"Multiple Choice: Which HTTP request verb is used to retrieve a resource in a RESTful API?
- (A) POST
- (B) PUT
- (C) GET
- (D) DELETE",(C) GET
8.3.3,Fill in the blank: A RESTful web API implements CRUD operations on resources using the mechanics of _____.,HTTP
8.3.4,Short Answer: What is the function of the express.Router class in creating a web API using Express?,The express.Router class is used to create modular route callbacks for the web API endpoints.
8.3.5,"Multiple Choice: What does the following cURL command do? `$ curl http://localhost:3000/api/songs`
- (A) Sends a POST request to retrieve all songs
- (B) Sends a DELETE request to remove all songs
- (C) Sends a PUT request to update all songs
- (D) Sends a GET request to retrieve all songs",(D) Sends a GET request to retrieve all songs
8.3.6,"Multiple Choice: In the provided Node.js code, what does the `res.json(song);` line do?
- (A) Saves the song to the database
- (B) Sends a plain text response
- (C) Sends a JSON-encoded song data in the response
- (D) Updates the song data",(C) Sends a JSON-encoded song data in the response
8.3.7,"Multiple Answers: Which of the following HTTP status codes might be returned if a PUT or DELETE request's item is not found in the database? Choose two.
- (A) 200
- (B) 400
- (C) 204
- (D) 404","(B) 400, (D) 404"
8.3.8,"Code Snippet: Given the following code, which HTTP verb will trigger this route and return a status of 201?
```javascript
router.post(""/songs"", function(req, res) {
    console.log(req.body);
    res.sendStatus(201);
});
```
- (A) GET
- (B) POST
- (C) PUT
- (D) DELETE",(B) POST
8.3.9,"Multiple Choice: Which of the following tools is NOT typically used for sending HTTP requests and interacting with web APIs?
- (A) Postman
- (B) cURL
- (C) Adobe Photoshop
- (D) Browsers with developer tools",(C) Adobe Photoshop
8.3.10,"Fill in the blank: To enable Cross-Origin Resource Sharing (CORS) in an Express application, you need to use the _____ middleware.",cors
8.4.1,"Multiple Choice: What is the primary function of the Music API described in the content?
- (A) Edit song lyrics
- (B) Manipulate data in the server’s database
- (C) Generate music playlists automatically
- (D) Provide recommendations based on song popularity",(B) Manipulate data in the server’s database
8.4.2,"Multiple Choice: Which HTTP request verb should you use with the Music API to update an existing song?
- (A) GET
- (B) POST
- (C) PUT
- (D) DELETE",(C) PUT
8.4.3,Short Answer: What status code does the Music API return upon successfully creating a new song?,201 Created
8.4.4,"Fill in the Blank: In the Music API, the field ""popularity"" is a number limited to the range of ___ to ___.",1 to 10
8.4.5,"Multiple Choice: What happens if a DELETE request is successfully processed by the Music API?
- (A) The server returns a 204 No Content status code
- (B) The server returns a 200 OK status code
- (C) The server does nothing
- (D) The server returns a 404 Not Found status code",(A) The server returns a 204 No Content status code
8.4.6,"Multiple Choice: When using Fetch API, which method is used to parse JSON-encoded songs into a JavaScript object?
- (A) fetch.json()
- (B) JSON.parse()
- (C) response.json()
- (D) stringfiy.JSON()",(C) response.json()
8.4.7,"Multiple Choice: To add a new song using Fetch, what content type header must be included in the request?
- (A) ""Content-Type"": ""text/html""
- (B) ""Content-Type"": ""application/javascript""
- (C) ""Content-Type"": ""application/json""
- (D) ""Content-Type"": ""text/plain""","(C) ""Content-Type"": ""application/json"""
8.4.8,"Fill in the Blank: The JavaScript function call `document.querySelector(""#songid"").value` retrieves the value of the ___ field from the web form.",ID
8.4.9,"Multiple Answers: Which fields are required when sending a new song to the Music API with a POST request? (Select all that apply)
- [_] _id
- [X] title
- [X] artist
- [_] genre
- [X] releaseDate
- [_] popularity","[X] title, [X] artist, [X] releaseDate"
8.4.10,Short Answer: Describe the steps involved when a web browser sends a GET request to the Music API using Fetch to load all songs.,The web browser sends a GET request to the Express server using the Fetch API for the URI /api/songs. The Express server retrieves all the songs from the MongoDB database and returns them in JSON format. The web browser processes the JSON data and displays the song list on the page.
8.5.1,"Multiple Choice: Which jQuery method is typically used for sending JSON-encoded data to a web API?
- (A) $.get()
- (B) $.post()
- (C) $.ajax()
- (D) $.load()",(C) $.ajax()
8.5.2,"Multiple Choice: What is the correct HTTP status code when a POST request successfully adds a song to the database?
- (A) 200 OK
- (B) 201 Created
- (C) 204 No Content
- (D) 404 Not Found",(B) 201 Created
8.5.3,Short Answer: What is the purpose of the 'contentType' field in a $.ajax() request when sending JSON data?,"It specifies the media type of the request being sent to the server, such as ""application/json"" for JSON data."
8.5.4,"Multiple Choice: Which of the following jQuery methods can be used to retrieve song data from the Music API?
- (A) $.ajax()
- (B) $.get()
- (C) $.post()
- (D) $.put()",(B) $.get()
8.5.5,"Fill in the Blank: In the context of Music API operations, a PUT request updates an existing ____ with the JSON-encoded song data.",song
8.5.6,"Multiple Choice: Which HTTP verb is used with the Music API to delete a song by its ID?
- (A) GET
- (B) POST
- (C) PUT
- (D) DELETE",(D) DELETE
8.5.7,Short Answer: What method from jQuery allows you to reset all form fields after successfully updating a song?,"$(""form"").trigger(""reset"");"
8.5.8,"Fill in the Blank: The Music API uses a song resource with fields such as 'title', 'artist', 'popularity', 'releaseDate', and an array of _______.",genre
8.5.9,"Multiple Choice: In a web application, which of the following is typically used to make AJAX requests easier than using the XMLHttpRequest object directly?
- (A) Fetch API
- (B) Axios
- (C) jQuery's $.get() and $.ajax()
- (D) Bootstrap",(C) jQuery's $.get() and $.ajax()
8.5.10,"Multiple Choice: When using a DELETE request with $.ajax(), which field is not typically included?
- (A) url
- (B) type
- (C) data
- (D) contentType",(C) data
8.6.1,"Multiple Choice: What is a third-party web API?
- (A) An API that is privately used by an organization
- (B) An API that is hosted entirely on a local server
- (C) A public web API used by a web application to perform an operation
- (D) An API that only provides HTML data",(C) A public web API used by a web application to perform an operation
8.6.2,"Fill in the blank: A developer usually registers with the third party to obtain a(n) _______ to use a third-party web API.
- (A) API token
- (B) API key
- (C) API certificate",(B) API key
8.6.3,"Short Answer: List one use case for third-party web APIs mentioned in the content.
- Answer: Integrate with social media, obtain maps and weather data, or access collections of data.","Integrate with social media, obtain maps and weather data, or access collections of data."
8.6.4,"Multiple Answers: Why do third parties require an API key? Select all that apply.
- (A) To identify who is using the web API
- (B) To limit the number of requests made in a fixed time period
- (C) To control user access to the website's HTML
- (D) To charge a developer a fee for additional requests",(A) To identify who is using the web API; (B) To limit the number of requests made in a fixed time period; (D) To charge a developer a fee for additional requests
8.6.5,"Multiple Choice: Which of the following is a feature of a RESTful web API?
- (A) Uses SOAP protocol
- (B) Returns data in JSON or XML format
- (C) Requires a specific JavaScript library
- (D) Operates only over FTP",(B) Returns data in JSON or XML format
8.6.6,"Fill in the blank: The method used to install the node-fetch module to call the Weather API from an Express server is _______.
- (A) npm install express
- (B) npm install node-fetch
- (C) npm fetch install",(B) npm install node-fetch
8.6.7,"Short Answer: What format does the Weather API return data by default?
- Answer: JSON format.",JSON format.
8.6.8,"Multiple Choice: What ""units"" parameter value would make the Weather API return temperature measurements in Fahrenheit?
- (A) standard
- (B) metric
- (C) imperial",(C) imperial
8.6.9,"Code Snippet: Given the following Express server code snippet, what value would replace ""APIKEY"" to properly fetch weather data?

```javascript
const fetch = require(""node-fetch"");
app.get(""/weather"", function(req, res) {
  const zip = 90210;
  const params = new URLSearchParams({
    zip: zip,
    units: ""imperial"",
    appid: ""APIKEY""
});

fetch(""http://api.openweathermap.org/data/2.5/weather?"" + params)
  .then(response => response.json())
  .then(data => {
    const locals = {
      data: data,
      zip: zip
    };
    res.render(""weather"", locals);
  })
  .catch(error => console.log(error));
});
```
- Answer: An actual API key obtained from OpenWeatherMap.org.",An actual API key obtained from OpenWeatherMap.org.
8.6.10,"Multiple Choice: In the context of ""Calling the Weather API from the web server,"" what is the role of the node-fetch module?
- (A) To create a new local server
- (B) To encrypt data transmissions
- (C) To implement the Fetch API for making HTTP requests
- (D) To convert HTML to JSON format",(C) To implement the Fetch API for making HTTP requests
8.7.1,"Multiple Choice: What method is used to truncate a number to use two decimal points in JavaScript?
- (A) .toPrecision()
- (B) .toDecimalPlace()
- (C) .toFixed()
- (D) .truncate()",(C) .toFixed()
8.7.2,"Fill in the Blank: The server endpoint '/lab/status' uses a ___ request to fetch the average air quality for a specific zip code.
- Answer: GET",GET
8.7.3,"Multiple Choice: Which header allows cross-origin requests to be made from any website?
- (A) 'Content-Type'
- (B) 'Access-Control-Allow-Origin'
- (C) 'Authorization'
- (D) 'X-Requested-With'",(B) 'Access-Control-Allow-Origin'
8.7.4,"Multiple Choice: What response code and message should be returned if the zip is valid but no data exists for it in the database?
- (A) 200; {""response"": ""No data found.""}
- (B) 404; {""error"": ""Not Found.""}
- (C) 400; {""error"": ""a zip code is required.""}
- (D) 400; {""error"": ""Zip does not exist in the database.""}","(D) 400; {""error"": ""Zip does not exist in the database.""}"
8.7.5,"Multiple Choice: In the POST endpoint '/lab/register', what will be the response if both zip and airQuality are provided?
- (A) 200; {""response"": ""Success.""}
- (B) 201; {""response"": ""Data recorded.""}
- (C) 400; {""error"": ""Incomplete data.""}
- (D) 500; {""error"": ""Server error.""}","(B) 201; {""response"": ""Data recorded.""}"
8.7.6,"Fill in the Blank: The MongoDB command to delete a database is ___.
- Answer: db.dropDatabase()",db.dropDatabase()
8.7.7,"Short Answer: What are the two values that the POST endpoint '/lab/register' expects in its request body?
- Answer: zip and airQuality",zip and airQuality
8.7.8,"Multiple Choice: Which HTTP methods are allowed in the provided server implementation based on the CORS settings?
- (A) GET, POST, OPTIONS
- (B) GET, POST, PUT, DELETE
- (C) GET, POST, OPTIONS, PUT, PATCH, DELETE
- (D) GET and POST only","(C) GET, POST, OPTIONS, PUT, PATCH, DELETE"
8.7.9,"Short Answer: When a POST request with incorrect data format is made to '/lab/register', what is the expected response message?
- Answer: {""error"": ""zip and airQuality are required.""}","{""error"": ""zip and airQuality are required.""}"
8.7.10,"Multiple Choice: Which Node.js event listener is used to handle the completion of an XMLHttpRequest?
- (A) ""finish""
- (B) ""complete""
- (C) ""load""
- (D) ""end""","(C) ""load"""
9.1.1,"Multiple Choice: Which method is used to store a key/value pair in the localStorage?
- (A) saveItem()
- (B) setItem()
- (C) storeItem()
- (D) keepItem()",(B) setItem()
9.1.2,"Multiple Choice: What will `sessionStorage.getItem(""name"")` return if the key ""name"" does not exist?
- (A) undefined
- (B) null
- (C) false
- (D) """"",(B) null
9.1.3,Short Answer: What is an origin in the context of web storage?,"An origin is a combination of scheme, hostname, and port number in a URL."
9.1.4,Fill in the Blank: The ___________ object stores key/value pairs for an origin that are stored indefinitely.,localStorage
9.1.5,"Multiple Choice: What happens to sessionStorage data when a browser tab is closed?
- (A) It is saved and available upon reopening.
- (B) It is permanently deleted.
- (C) It is cleared.
- (D) It is saved for one hour.",(C) It is cleared.
9.1.6,"Multiple Answers: Which of the following URLs represent different origins? (Choose all that apply)
- (A) http://example.com/
- (B) http://www.example.com/
- (C) https://www.example.com/
- (D) http://www.example.com:8080/",(B) http://www.example.com/ & (C) https://www.example.com/ & (D) http://www.example.com:8080/
9.1.7,"Fill in the Blank: To remove all keys and associated values from storage, use the ___________ method.",clear()
9.1.8,"Multiple Choice: In private browsing, what can happen to web storage data?
- (A) Data is archived for future sessions.
- (B) Data is inaccessible but saved.
- (C) Data may be disabled or cleared after the session.
- (D) Data is accessible only to the user.",(C) Data may be disabled or cleared after the session.
9.1.9,Short Answer: Why is it advised not to store sensitive information such as passwords in web storage?,"Because the values can be easily seen by others, making it insecure."
9.1.10,"Fill in the Blank: To retrieve stored data from localStorage, use the ___________ method to get the value associated with a key.",getItem()
9.2.1,"Multiple Choice: What is the process of verifying a user’s identity in a web application known as?  
- (A) User authorization  
- (B) User authentication  
- (C) User verification  
- (D) User validation",(B) User authentication
9.2.2,"Fill in the Blank: In token-based authentication, the server provides a _______ to the client upon successful authentication, which is used for future requests.",token
9.2.3,Short Answer: What are the three components of a JSON Web Token (JWT)?,"Header, Payload, Signature"
9.2.4,"Multiple Choice: What encoding technique is used to convert JWT data into a printable format?  
- (A) UTF-8 encoding  
- (B) Binary encoding  
- (C) Base64 encoding  
- (D) URL encoding",(C) Base64 encoding
9.2.5,"Multiple Answers: Which of the following are true about the jwt-simple module?  
- [ ] It helps in creating and verifying JSON Web Tokens in Node.js.  
- [ ] It is implemented only for password encryption.  
- [ ] It provides methods for encoding and decoding JWTs.  
- [ ] It is a utility for managing user sessions directly.","It helps in creating and verifying JSON Web Tokens in Node.js., It provides methods for encoding and decoding JWTs."
9.2.6,"Multiple Choice: In the given Express server code, what status code is returned for an unauthorized access attempt when the user credentials are incorrect?  
- (A) 200  
- (B) 404  
- (C) 401  
- (D) 500",(C) 401
9.2.7,Short Answer: How does a server validate the integrity of a JWT sent by a client?,The server generates a new signature based on the JWT's Base64 encoded header and payload and checks it against the JWT's signature using the server's secret key.
9.2.8,"Fill in the Blank: In the context of browser storage, _______ is used to store data such as a JWT locally in the web browser.",localStorage
9.2.9,Short Answer: Why should passwords never be stored as plain text in a database?,"Storing passwords as plain text poses a security risk because if the database is compromised, attackers can easily access all user passwords."
9.2.10,"Multiple Choice: Which authentication protocol allows third-party login using existing accounts from providers like Google and Facebook, without creating a new username and password?  
- (A) LDAP  
- (B) OAuth  
- (C) OpenID  
- (D) SAML",(C) OpenID
9.3.1,"Multiple Choice: What is a cryptographic hash function primarily used for when storing passwords?
- (A) Encrypting passwords for safe storage
- (B) Converting passwords into a fixed-length hash digest
- (C) Storing passwords securely in plain text
- (D) Generating salt values for passwords",(B) Converting passwords into a fixed-length hash digest
9.3.2,"Multiple Choice: Which of the following is NOT a cryptographic hash function?
- (A) MD5
- (B) bcrypt
- (C) AES
- (D) SHA-1",(C) AES
9.3.3,Fill in the Blank: A cryptographic hash function converts text of any length into a fixed-length sequence of characters called the __________.,hash digest
9.3.4,Short Answer: Why should plain text passwords never be stored in a database?,Plain text passwords should not be stored because they can be easily accessed and misused by unauthorized individuals during a data breach.
9.3.5,"Multiple Choice: When pgreen tries to log in with the password ""OpenSesame"", the hash value does not match the stored hash. What is the result?
- (A) pgreen is granted access
- (B) The password is updated in the database
- (C) pgreen is denied access
- (D) The username is marked as inactive",(C) pgreen is denied access
9.3.6,"Multiple Answers: Which techniques can help protect password hashes from being cracked?
- (A) Using a salt
- (B) Storing passwords in plain text
- (C) Applying a strong hash function like bcrypt
- (D) Creating precomputed dictionary tables","(A) Using a salt, (C) Applying a strong hash function like bcrypt"
9.3.7,Short Answer: What is the purpose of using a salt in password hashing?,"The purpose of using a salt is to ensure that identical passwords generate different hash values, which makes precomputed dictionary attacks more difficult."
9.3.8,"Code Output: Given the code snippet below, what is the output to the console?

```javascript
const bcrypt = require(""bcryptjs"");
const hash = bcrypt.hashSync(""qwerty"", 10);
if (bcrypt.compareSync(""Qwerty"", hash)) {
  console.log(""Same!"");
} else {
  console.log(""Not the same"");
}
```",Not the same
9.3.9,"Multiple Choice: Which part of the bcrypt hash string represents the salt value?
- (A) The first part often represented by ""2a""
- (B) The cost factor, typically a number like ""10""
- (C) The encrypted password hash
- (D) The string of 16-byte salt value encoded to 22 characters",(D) The string of 16-byte salt value encoded to 22 characters
9.3.10,"Multiple Choice: Why is bcrypt preferred over older hash functions like MD5 or SHA-1 for password hashing?
- (A) It executes quickly, allowing fast password verification
- (B) It's slower, making it more resistant to brute force attacks
- (C) It uses more memory, which is computationally efficient
- (D) It generates shorter hash values that save storage space","(B) It's slower, making it more resistant to brute force attacks"
